n,number_of_tests,bf_avg_time,eager_avg_time,eager_avg_dist,dtree_avg_time,dtree_avg_dist,eager_match_best,dtree_match_best
425,5,0.000000,0.442400,0.000000,7.435800,0.000000,0,0
426,5,0.000000,0.460600,0.000000,7.472800,0.000000,0,0
427,5,0.000000,0.450200,0.000000,7.424400,0.000000,0,0
428,5,0.000000,0.460400,0.000000,7.607200,0.000000,0,0
429,5,0.000000,0.462200,0.000000,7.609000,0.000000,0,0
430,5,0.000000,0.462000,0.000000,7.597400,0.000000,0,0
431,5,0.000000,0.462400,0.000000,7.618400,0.000000,0,0
432,5,0.000000,0.468800,0.000000,7.650400,0.000000,0,0
433,5,0.000000,0.464400,0.000000,7.730400,0.000000,0,0
434,5,0.000000,0.474000,0.000000,7.731200,0.000000,0,0
435,5,0.000000,0.477000,0.000000,7.799800,0.000000,0,0
436,5,0.000000,0.475600,0.000000,7.840000,0.000000,0,0
437,5,0.000000,0.471200,0.000000,7.871000,0.000000,0,0
438,5,0.000000,0.472600,0.000000,7.884600,0.000000,0,0
439,5,0.000000,0.484400,0.000000,7.905600,0.000000,0,0
440,5,0.000000,0.495200,0.000000,7.975000,0.000000,0,0
441,5,0.000000,0.490600,0.000000,8.036400,0.000000,0,0
442,5,0.000000,0.478800,0.000000,8.008000,0.000000,0,0
443,5,0.000000,0.489400,0.000000,8.102000,0.000000,0,0
444,5,0.000000,0.492000,0.000000,8.137800,0.000000,0,0
445,5,0.000000,0.497800,0.000000,8.164400,0.000000,0,0
446,5,0.000000,0.479000,0.000000,8.181200,0.000000,0,0
447,5,0.000000,0.491000,0.000000,8.281800,0.000000,0,0
448,5,0.000000,0.497400,0.000000,8.246200,0.000000,0,0
449,5,0.000000,0.504400,0.000000,8.303400,0.000000,0,0
450,5,0.000000,0.513400,0.000000,8.363000,0.000000,0,0
451,5,0.000000,0.505600,0.000000,8.385000,0.000000,0,0
452,5,0.000000,0.503400,0.000000,8.430200,0.000000,0,0
453,5,0.000000,0.502000,0.000000,8.515600,0.000000,0,0
454,5,0.000000,0.511600,0.000000,8.481000,0.000000,0,0
455,5,0.000000,0.514000,0.000000,8.508600,0.000000,0,0
456,5,0.000000,0.520000,0.000000,8.535800,0.000000,0,0
457,5,0.000000,0.516800,0.000000,8.604600,0.000000,0,0
458,5,0.000000,0.518800,0.000000,8.641800,0.000000,0,0
459,5,0.000000,0.512200,0.000000,8.705400,0.000000,0,0
460,5,0.000000,0.520800,0.000000,8.697400,0.000000,0,0
461,5,0.000000,0.524200,0.000000,8.752800,0.000000,0,0
462,5,0.000000,0.521000,0.000000,8.823000,0.000000,0,0
463,5,0.000000,0.522200,0.000000,8.817000,0.000000,0,0
464,5,0.000000,0.525200,0.000000,8.879400,0.000000,0,0
465,5,0.000000,0.540400,0.000000,8.973000,0.000000,0,0
466,5,0.000000,0.525600,0.000000,9.017600,0.000000,0,0
467,5,0.000000,0.539000,0.000000,9.036000,0.000000,0,0
468,5,0.000000,0.539200,0.000000,9.044200,0.000000,0,0
469,5,0.000000,0.534200,0.000000,9.055000,0.000000,0,0
470,5,0.000000,0.534000,0.000000,9.137200,0.000000,0,0
471,5,0.000000,0.540400,0.000000,9.113000,0.000000,0,0
472,5,0.000000,0.545800,0.000000,9.199400,0.000000,0,0
473,5,0.000000,0.540600,0.000000,9.242400,0.000000,0,0
474,5,0.000000,0.555800,0.000000,9.267000,0.000000,0,0
475,5,0.000000,0.559200,0.000000,9.325800,0.000000,0,0
476,5,0.000000,0.558000,0.000000,9.323800,0.000000,0,0
477,5,0.000000,0.552400,0.000000,9.338800,0.000000,0,0
478,5,0.000000,0.564000,0.000000,9.455600,0.000000,0,0
479,5,0.000000,0.585600,0.000000,9.592200,0.000000,0,0
480,5,0.000000,0.558000,0.000000,9.497600,0.000000,0,0
481,5,0.000000,0.571400,0.000000,9.574800,0.000000,0,0
482,5,0.000000,0.563600,0.000000,9.628800,0.000000,0,0
483,5,0.000000,0.580000,0.000000,9.698000,0.000000,0,0
484,5,0.000000,0.581200,0.000000,9.712400,0.000000,0,0
485,5,0.000000,0.587400,0.000000,9.729200,0.000000,0,0
486,5,0.000000,0.579400,0.000000,9.756400,0.000000,0,0
487,5,0.000000,0.574000,0.000000,9.812200,0.000000,0,0
488,5,0.000000,0.586400,0.000000,9.845800,0.000000,0,0
489,5,0.000000,0.578800,0.000000,9.911000,0.000000,0,0
490,5,0.000000,0.578000,0.000000,9.947600,0.000000,0,0
491,5,0.000000,0.588000,0.000000,9.998400,0.000000,0,0
492,5,0.000000,0.594400,0.000000,9.968200,0.000000,0,0
493,5,0.000000,0.593000,0.000000,10.047600,0.000000,0,0
494,5,0.000000,0.592600,0.000000,10.063800,0.000000,0,0
495,5,0.000000,0.591200,0.000000,10.188400,0.000000,0,0
496,5,0.000000,0.610000,0.000000,10.214000,0.000000,0,0
497,5,0.000000,0.612400,0.000000,10.170000,0.000000,0,0
498,5,0.000000,0.603200,0.000000,10.272600,0.000000,0,0
499,5,0.000000,0.608000,0.000000,10.364400,0.000000,0,0
500,5,0.000000,0.616800,0.000000,10.372800,0.000000,0,0
